player_id,player_name,tm_player_id,tm_player_name,confidence,verified,tm_team_name
361284.0,Sofiane Diop,,Sofiane Diop,100.0,auto,OGC Nice
357073.0,Antoine Semenyo,,Antoine Semenyo,100.0,auto,Manchester City
350088.0,Callum Hudson-Odoi,,Callum Hudson-Odoi,100.0,auto,Nottingham Forest
444725.0,Farès Chaïbi,,Farès Chaïbi,100.0,auto,Eintracht Frankfurt
422918.0,Giuliano Simeone,,Giuliano Simeone,100.0,auto,Atlético de Madrid
381550.0,Rubén Vargas,,Rubén Vargas,100.0,auto,Sevilla FC
132962.0,Thomas Lemar,,Thomas Lemar,100.0,auto,Girona FC
444755.0,Kévin Danois,,Kévin Danois,100.0,auto,AJ Auxerre
464952.0,Peque Fernández,,Peque Fernández,100.0,auto,Sevilla FC
401107.0,Paul Nebel,,Paul Nebel,100.0,auto,1.FSV Mainz 05
438351.0,Martim Neto,,Martim Neto,100.0,auto,Elche CF
447584.0,Joel Chima Fujita,,Joel Chima Fujita,100.0,auto,FC St. Pauli
401073.0,Anton Stach,,Anton Stach,100.0,auto,Leeds United
548106.0,Víctor Muñoz,,Víctor Muñoz,100.0,auto,CA Osasuna
279320.0,Luis Milla,,Luis Milla,100.0,auto,Getafe CF
343382.0,Tijjani Reijnders,,Tijjani Reijnders,100.0,auto,Manchester City
581683.0,Jan Virgili,,Jan Virgili,100.0,auto,RCD Mallorca
398922.0,Tyrhys Dolan,,Tyrhys Dolan,100.0,auto,RCD Espanyol Barcelona
404193.0,Fabian Rieder,,Fabian Rieder,100.0,auto,FC Augsburg
468190.0,Arthur Avom,,Arthur Avom,100.0,auto,FC Lorient
231144.0,Valentin Rongier,,Valentin Rongier,100.0,auto,Stade Rennais FC
397465.0,Malik Tillman,,Malik Tillman,100.0,auto,Bayer 04 Leverkusen
362824.0,Morgan Rogers,,Morgan Rogers,100.0,auto,Aston Villa
369430.0,Enzo Fernández,,Enzo Fernández,100.0,auto,Chelsea FC
401352.0,Jakub Kaminski,,Jakub Kaminski,100.0,auto,1.FC Köln
427362.0,Kamory Doumbia,,Kamory Doumbia,100.0,auto,Stade Brestois 29
399574.0,Adam Karabec,,Adam Karabec,100.0,auto,Olympique Lyon
303268.0,Carles Aleñá,,Carles Aleñá,100.0,auto,Deportivo Alavés
381713.0,Luis Rioja,,Luis Rioja,100.0,auto,Valencia CF
483577.0,Dehmaine Tabibou,,Dehmaine Tabibou,100.0,auto,FC Nantes
447689.0,Lamine Camara,,Lamine Camara,100.0,auto,AS Monaco
362758.0,Matheus Cunha,,Matheus Cunha,100.0,auto,Manchester United
386634.0,Amad Diallo,,Amad Diallo,100.0,auto,Manchester United
403865.0,Yéremy Pino,,Yéremy Pino,100.0,auto,Crystal Palace
387125.0,Maximilian Beier,,Maximilian Beier,100.0,auto,Borussia Dortmund
400166.0,Mohammed Kudus,,Mohammed Kudus,100.0,auto,Tottenham Hotspur
280663.0,Aleix García,,Aleix García,100.0,auto,Bayer 04 Leverkusen
342857.0,Danny Namaso,,Danny Namaso,100.0,auto,AJ Auxerre
444242.0,Joel Roca,,Joel Roca,100.0,auto,Girona FC
390240.0,Germán Valera,,Germán Valera,100.0,auto,Elche CF
448211.0,Alberto Moleiro,,Alberto Moleiro,100.0,auto,Villarreal CF
431507.0,Javi Guerra,,Javi Guerra,100.0,auto,Valencia CF
377583.0,Hicham Boudaoui,,Hicham Boudaoui,100.0,auto,OGC Nice
115508.0,Morgan Sanson,,Morgan Sanson,100.0,auto,OGC Nice
382564.0,Crysencio Summerville,,Crysencio Summerville,100.0,auto,West Ham United
247995.0,Gonçalo Guedes,,Gonçalo Guedes,100.0,auto,Real Sociedad
134894.0,Corentin Tolisso,,Corentin Tolisso,100.0,auto,Olympique Lyon
381510.0,Oihan Sancet,,Oihan Sancet,100.0,auto,Athletic Bilbao
482049.0,Mamadou Coulibaly,,Mamadou Coulibaly,100.0,auto,AS Monaco
342811.0,Sean Longstaff,,Sean Longstaff,100.0,auto,Leeds United
472403.0,Yuito Suzuki,,Yuito Suzuki,100.0,auto,SC Freiburg
333044.0,Harry Wilson,,Harry Wilson,100.0,auto,Fulham FC
381643.0,Aleix Febas,,Aleix Febas,100.0,auto,Elche CF
313542.0,Carlos Soler,,Carlos Soler,100.0,auto,Real Sociedad
362433.0,Georginio Rutter,,Georginio Rutter,100.0,auto,Brighton & Hove Albion
475046.0,Haissem Hassan,,Haissem Hassan,100.0,auto,Real Oviedo
254562.0,Seko Fofana,,David Datro Fofana,85.5,auto,RC Strasbourg Alsace
514499.0,Adam Daghim,,Adam Daghim,100.0,auto,VfL Wolfsburg
119189.0,Rubén García,,Rubén García,100.0,auto,CA Osasuna
463938.0,Rodrigo Mendoza,,Rodrigo Mendoza,100.0,auto,Atlético de Madrid
442971.0,Mamadou Sangaré,,Mamadou Sangaré,100.0,auto,RC Lens
468855.0,Samuel Mbangula,,Samuel Mbangula,100.0,auto,SV Werder Bremen
369979.0,Christoph Baumgartner,,Christoph Baumgartner,100.0,auto,RB Leipzig
367803.0,Giorgi Tsitaishvili,,Giorgi Tsitaishvili,100.0,auto,FC Metz
401014.0,Rocco Reitz,,Rocco Reitz,100.0,auto,Borussia Mönchengladbach
136741.0,Bernardo Silva,,Bernardo Silva,100.0,auto,Manchester City
349102.0,Albert Sambi Lokonga,,Albert Sambi Lokonga,100.0,auto,Hamburger SV
366116.0,Iliman Ndiaye,,Iliman Ndiaye,100.0,auto,Everton FC
367783.0,Felix Nmecha,,Felix Nmecha,100.0,auto,Borussia Dortmund
260592.0,Emiliano Buendía,,Emiliano Buendía,100.0,auto,Aston Villa
495542.0,Ilyas Chaira,,Ilyas Chaira,100.0,auto,Real Oviedo
399047.0,Pape Gueye,,Pape Gueye,100.0,auto,Villarreal CF
431791.0,Cameron Puertas,,Cameron Puertas,100.0,auto,SV Werder Bremen
430774.0,Adam Wharton,,Adam Wharton,100.0,auto,Crystal Palace
425568.0,Tyler Morton,,Tyler Morton,100.0,auto,Olympique Lyon
379684.0,Filip Ugrinic,,Filip Ugrinic,100.0,auto,Valencia CF
80764.0,Koke,,Koke,100.0,auto,Atlético de Madrid
104011.0,Kevin Stöger,,Kevin Stöger,100.0,auto,Borussia Mönchengladbach
415345.0,Hugo Sotelo,,Hugo Sotelo,100.0,auto,Celta de Vigo
371012.0,Brenden Aaronson,,Brenden Aaronson,100.0,auto,Leeds United
445092.0,Pablo Torre,,Pablo Torre,100.0,auto,RCD Mallorca
202185.0,Moses Simon,,Moses Simon,100.0,auto,Paris FC
454749.0,Martial Godo,,Martial Godo,100.0,auto,RC Strasbourg Alsace
447231.0,Mateus Fernandes,,Mateus Fernandes,100.0,auto,West Ham United
323625.0,Arnaut Danjuma,,Arnaut Danjuma,100.0,auto,Valencia CF
140772.0,Pere Milla,,Pere Milla,100.0,auto,RCD Espanyol Barcelona
343501.0,Sandro Tonali,,Sandro Tonali,100.0,auto,Newcastle United
360502.0,Cristian Cásseres,,Cristian Cásseres Jr.,95.0,auto,FC Toulouse
398414.0,Dan Ndoye,,Dan Ndoye,100.0,auto,Nottingham Forest
377280.0,Jens Stage,,Jens Stage,100.0,auto,SV Werder Bremen
135345.0,Álvaro García,,Álvaro García,100.0,auto,Rayo Vallecano
386230.0,Jorge de Frutos,,Jorge de Frutos,100.0,auto,Rayo Vallecano
381673.0,Jon Moncayola,,Jon Moncayola,100.0,auto,CA Osasuna
371027.0,Tajon Buchanan,,Tajon Buchanan,100.0,auto,Villarreal CF
444254.0,Pablo Ibáñez,,Pablo Ibáñez,100.0,auto,Deportivo Alavés
349960.0,Mahdi Camara,,Mahdi Camara,100.0,auto,Stade Rennais FC
353193.0,Niklas Beste,,Niklas Beste,100.0,auto,SC Freiburg
101238.0,Moi Gómez,,Moi Gómez,100.0,auto,CA Osasuna
400610.0,Jaidon Anthony,,Jaidon Anthony,100.0,auto,Burnley FC
363686.0,Emile Smith Rowe,,Emile Smith Rowe,100.0,auto,Fulham FC
89401.0,Granit Xhaka,,Granit Xhaka,100.0,auto,Sunderland AFC
494147.0,Ilyas Ansah,,Ilyas Ansah,100.0,auto,1.FC Union Berlin
407260.0,Kevin Schade,,Kevin Schade,100.0,auto,Brentford FC
438297.0,Dermane Karim,,Dermane Karim,100.0,auto,FC Lorient
369887.0,Lovro Majer,,Lovro Majer,100.0,auto,VfL Wolfsburg
142959.0,Lee Jae-Sung,,Jae-sung Lee,87.1,auto,1.FSV Mainz 05
425142.0,Kaoru Mitoma,,Kaoru Mitoma,100.0,auto,Brighton & Hove Albion
397568.0,Calebe,,Calebe,100.0,auto,Deportivo Alavés
362735.0,Santi Comesaña,,Santi Comesaña,100.0,auto,Villarreal CF
406062.0,Ísak Bergmann Jóhannesson,,Ísak Jóhannesson,85.5,auto,1.FC Köln
398393.0,Enzo Le Fée,,Enzo Le Fée,100.0,auto,Sunderland AFC
262838.0,Takumi Minamino,,Takumi Minamino,100.0,auto,AS Monaco
515865.0,Josh King,,Josh King,100.0,auto,Fulham FC
362423.0,Javi Puado,,Javi Puado,100.0,auto,RCD Espanyol Barcelona
438661.0,Rassoul Ndiaye,,Rassoul Ndiaye,100.0,auto,Le Havre AC
255182.0,Iñaki Williams,,Iñaki Williams,100.0,auto,Athletic Bilbao
353423.0,Aurélien Tchouaméni,,Aurélien Tchouaméni,100.0,auto,Real Madrid
28186.0,Dani Parejo,,Dani Parejo,100.0,auto,Villarreal CF
422183.0,Dango Ouattara,,Dango Ouattara,100.0,auto,Brentford FC
332403.0,Eberechi Eze,,Eberechi Eze,100.0,auto,Arsenal FC
411433.0,Ezequiél Fernández,,Equi Fernández,87.5,auto,Bayer 04 Leverkusen
395187.0,Juanlu Sánchez,,Juanlu Sánchez,100.0,auto,Sevilla FC
444509.0,Johann Lepenant,,Johann Lepenant,100.0,auto,FC Nantes
278125.0,Grischa Prömel,,Grischa Prömel,100.0,auto,TSG 1899 Hoffenheim
388505.0,Lucien Agoumé,,Lucien Agoumé,100.0,auto,Sevilla FC
344166.0,Daichi Kamada,,Daichi Kamada,100.0,auto,Crystal Palace
306637.0,Niklas Dorsch,,Niklas Dorsch,100.0,auto,1.FC Heidenheim 1846
302889.0,Pepelu,,Pepelu,100.0,auto,Valencia CF
318449.0,John McGinn,,John McGinn,100.0,auto,Aston Villa
509815.0,Kaishu Sano,,Kaishu Sano,100.0,auto,1.FSV Mainz 05
511597.0,Noah Cadiou,,Noah Cadiou,100.0,auto,FC Lorient
106525.0,Denis Suárez,,Denis Suárez,100.0,auto,Deportivo Alavés
92051.0,Marcel Sabitzer,,Marcel Sabitzer,100.0,auto,Borussia Dortmund
446133.0,Diego Gómez,,Diego Gómez,100.0,auto,Brighton & Hove Albion
422365.0,Jobe Bellingham,,Jobe Bellingham,100.0,auto,Borussia Dortmund
541871.0,Jon Gorrotxategi,,Jon Gorrotxategi,100.0,auto,Real Sociedad
301243.0,Pierre Lees-Melou,,Pierre Lees-Melou,100.0,auto,Paris FC
477122.0,Yassine Kechta,,Yassine Kechta,100.0,auto,Le Havre AC
418588.0,Alexander Prass,,Alexander Prass,100.0,auto,TSG 1899 Hoffenheim
369109.0,Eduardo Camavinga,,Eduardo Camavinga,100.0,auto,Real Madrid
437775.0,Junior Mwanga,,Junior Mwanga,100.0,auto,RC Strasbourg Alsace
88526.0,Casemiro,,Casemiro,100.0,auto,Manchester United
322670.0,Ismaïla Sarr,,Ismaïla Sarr,100.0,auto,Crystal Palace
448231.0,Roger Brugué,,Roger Brugué,100.0,auto,Levante UD
322596.0,Jarrod Bowen,,Jarrod Bowen,100.0,auto,West Ham United
403693.0,João Gomes,,João Gomes,100.0,auto,Wolverhampton Wanderers
367182.0,Tom Krauß,,Tom Krauß,100.0,auto,1.FC Köln
393137.0,Lucas Gourna-Douath,,Lucas Gourna-Douath,100.0,auto,Le Havre AC
443796.0,Hugo Larsson,,Hugo Larsson,100.0,auto,Eintracht Frankfurt
463233.0,Mateo Joseph,,Mateo Joseph,100.0,auto,RCD Mallorca
382590.0,Ilia Gruev,,Ilia Gruev,100.0,auto,Leeds United
479902.0,Tom Louchet,,Tom Louchet,100.0,auto,OGC Nice
366868.0,Woo-yeong Jeong,,Woo-yeong Jeong,100.0,auto,1.FC Union Berlin
431302.0,Louis Mouton,,Louis Mouton,100.0,auto,Angers SCO
463821.0,Alberto Reina,,Alberto Reina,100.0,auto,Real Oviedo
402665.0,Kristijan Jakic,,Kristijan Jakic,100.0,auto,FC Augsburg
108638.0,Will Hughes,,Will Hughes,100.0,auto,Crystal Palace
365831.0,Han-Noah Massengo,,Han-Noah Massengo,100.0,auto,FC Augsburg
317630.0,Djibril Sow,,Djibril Sow,100.0,auto,Sevilla FC
303016.0,Mauro Arambarri,,Mauro Arambarri,100.0,auto,Getafe CF
393096.0,Tanner Tessmann,,Tanner Tessmann,100.0,auto,Olympique Lyon
300634.0,Jean-Victor Makengo,,Jean-Victor Makengo,100.0,auto,FC Lorient
455785.0,Aljoscha Kemlein,,Aljoscha Kemlein,100.0,auto,1.FC Union Berlin
372473.0,Iván Martín,,Iván Martín,100.0,auto,Girona FC
122346.0,Laurent Abergel,,Laurent Abergel,100.0,auto,FC Lorient
409467.0,Antonio Blanco,,Antonio Blanco,100.0,auto,Deportivo Alavés
382157.0,Pol Lozano,,Pol Lozano,100.0,auto,RCD Espanyol Barcelona
462768.0,Miguel Román,,Miguel Román,100.0,auto,Celta de Vigo
386612.0,Boubacar Traoré,,Boubacar Traoré,100.0,auto,FC Metz
409030.0,Ilaix Moriba,,Ilaix Moriba,100.0,auto,Celta de Vigo
322418.0,Ethan Ampadu,,Ethan Ampadu,100.0,auto,Leeds United
471047.0,Mario Martín,,Mario Martín,100.0,auto,Getafe CF
512740.0,Samir El Mourabet,,Samir El Mourabet,100.0,auto,RC Strasbourg Alsace
510234.0,Leon Avdullahu,,Leon Avdullahu,100.0,auto,TSG 1899 Hoffenheim
422656.0,Diego López,,Diego López,100.0,auto,Valencia CF
401079.0,Jan Schöppner,,Jan Schöppner,100.0,auto,1.FC Heidenheim 1846
486033.0,Simon Ebonog,,Simon Ebonog,100.0,auto,Le Havre AC
400142.0,Charles Vanhoutte,,Charles Vanhoutte,100.0,auto,OGC Nice
486768.0,Louis Oppie,,Louis Oppie,100.0,auto,FC St. Pauli
372424.0,Martín Zubimendi,,Martín Zubimendi,100.0,auto,Arsenal FC
511559.0,Adama Camara,,Adama Camara,100.0,auto,Paris FC
418587.0,Nicolas Seiwald,,Nicolas Seiwald,100.0,auto,RB Leipzig
201755.0,Joelinton,,Joelinton,100.0,auto,Newcastle United
420405.0,Senne Lynen,,Senne Lynen,100.0,auto,SV Werder Bremen
437449.0,Noah Sadiki,,Noah Sadiki,100.0,auto,Sunderland AFC
404336.0,Eric Martel,,Eric Martel,100.0,auto,1.FC Köln
369712.0,Florentino,,Florentino,100.0,auto,Burnley FC
362421.0,Fran Beltrán,,Fran Beltrán,100.0,auto,Girona FC
442253.0,Julian Niehues,,Julian Niehues,100.0,auto,1.FC Heidenheim 1846
391316.0,Batista Mendy,,Batista Mendy,100.0,auto,Sevilla FC
434710.0,Yassin Belkhdim,,Yassin Belkhdim,100.0,auto,Angers SCO
273292.0,Josh Cullen,,Josh Cullen,100.0,auto,Burnley FC
434179.0,Yannik Engelhardt,,Yannik Engelhardt,100.0,auto,Borussia Mönchengladbach
604365.0,Kareem Tunde,,Kareem Tunde,100.0,auto,Levante UD
391562.0,Samú Costa,,Samú Costa,100.0,auto,RCD Mallorca
25191.0,Axel Witsel,,Axel Witsel,100.0,auto,Girona FC
459677.0,Pablo Marín,,Pablo Marín,100.0,auto,Real Sociedad
249960.0,Lucas Torró,,Lucas Torró,100.0,auto,CA Osasuna
322774.0,João Palhinha,,João Palhinha,100.0,auto,Tottenham Hotspur
345160.0,James Sands,,James Sands,100.0,auto,FC St. Pauli
369687.0,András Schäfer,,András Schäfer,100.0,auto,1.FC Union Berlin
404616.0,Lesley Ugochukwu,,Lesley Ugochukwu,100.0,auto,Burnley FC
397585.0,André,,André,100.0,auto,Wolverhampton Wanderers
345661.0,Jessy Deminguet,,Jessy Deminguet,100.0,auto,FC Metz
485118.0,Nicolai Remberg,,Nicolai Remberg,100.0,auto,Hamburger SV
345988.0,Elisha Owusu,,Elisha Owusu,100.0,auto,AJ Auxerre
362623.0,Oriol Rey,,Oriol Rey,100.0,auto,Levante UD
110266.0,Rani Khedira,,Rani Khedira,100.0,auto,1.FC Union Berlin
236553.0,Haris Belkebla,,Haris Belkebla,100.0,auto,Angers SCO
319756.0,Lucas Paquetá,,Lucas Tolentino Coelho de Lima,100.0,manual,Clube Regatas Flamengo
399019.0,Cheikh Sabaly,,Cheikh Tidiane Sabaly,100.0,manual,Vancouver Whitecaps FC
462861.0,Carlos Vicente,,Carlos Vicente Robles,100.0,manual,Birmingham City
129819.0,Wesley Saïd,,Wesley Saïd,100.0,auto,RC Lens
384887.0,Vitinha,,Vitinha,100.0,auto,Paris Saint-Germain
