match_id,date_str,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,total_events
1901138,01022026,300,Atalanta,1290,Como,0,0,1595
1901140,01022026,2731,Cremonese,75,Inter,0,2,1503
1901146,01022026,87,Juventus,24341,Parma Calcio 1913,5,0,1496
1901150,01022026,79,Lecce,72,Torino,0,1,1504
1901379,01032026,80,AC Milan,2731,Cremonese,2,0,1493
1901383,01032026,84,Roma,87,Juventus,3,3,1544
1901386,01032026,77,Lazio,72,Torino,0,2,1684
1901387,01032026,2889,Sassuolo,300,Atalanta,2,1,1514
1901204,01112025,2731,Cremonese,87,Juventus,1,2,1527
1901212,01112025,276,Napoli,1290,Como,0,0,1513
1901220,01112025,300,Atalanta,86,Udinese,0,1,1460
1901266,01122025,2731,Cremonese,71,Bologna,3,1,1534
1901323,02012026,78,Cagliari,80,AC Milan,0,1,1581
1901152,02022026,86,Udinese,84,Roma,1,0,1485
1901382,02032026,71,Bologna,777,Pisa,1,0,1491
1901385,02032026,73,Fiorentina,86,Udinese,0,3,1451
1901206,02112025,79,Lecce,73,Fiorentina,1,0,1429
1901210,02112025,84,Roma,80,AC Milan,0,1,1511
1901214,02112025,24341,Parma Calcio 1913,71,Bologna,1,3,1266
1901218,02112025,777,Pisa,72,Torino,2,2,1465
1901222,02112025,76,Verona,75,Inter,2,1,1509
1901322,03012026,300,Atalanta,84,Roma,1,0,1552
1901324,03012026,86,Udinese,1290,Como,0,1,1558
1901326,03012026,278,Genoa,777,Pisa,1,1,1459
1901328,03012026,87,Juventus,79,Lecce,1,1,1661
1901330,03012026,2889,Sassuolo,24341,Parma Calcio 1913,1,1,1588
1901134,03022026,71,Bologna,80,AC Milan,0,3,1514
1901151,03102025,2889,Sassuolo,76,Verona,1,0,1383
1901208,03112025,78,Cagliari,77,Lazio,0,2,1448
1901216,03112025,278,Genoa,2889,Sassuolo,2,1,1449
1901325,04012026,73,Fiorentina,2731,Cremonese,1,0,1430
1901327,04012026,71,Bologna,75,Inter,1,3,1482
1901329,04012026,77,Lazio,276,Napoli,0,2,1470
1901331,04012026,72,Torino,76,Verona,3,0,1616
1901133,04102025,300,Atalanta,1290,Como,1,1,1572
1901139,04102025,2731,Cremonese,75,Inter,1,4,1509
1901143,04102025,77,Lazio,72,Torino,3,3,1484
1901147,04102025,24341,Parma Calcio 1913,79,Lecce,0,1,1401
1901135,05102025,71,Bologna,777,Pisa,4,0,1325
1901137,05102025,84,Roma,73,Fiorentina,2,1,1452
1901141,05102025,87,Juventus,80,AC Milan,0,0,1419
1901145,05102025,276,Napoli,278,Genoa,2,1,1435
1901149,05102025,86,Udinese,78,Cagliari,1,1,1389
1901335,06012026,84,Roma,79,Lecce,2,0,1554
1901339,06012026,777,Pisa,1290,Como,0,3,1497
1901340,06012026,2889,Sassuolo,87,Juventus,1,2,1647
1901154,06022026,777,Pisa,76,Verona,0,0,1474
1901389,06032026,276,Napoli,72,Torino,2,1,1528
1901284,06122025,75,Inter,1290,Como,4,0,1415
1901288,06122025,2889,Sassuolo,73,Fiorentina,3,1,1421
1901291,06122025,300,Atalanta,76,Verona,1,3,1479
1901332,07012026,71,Bologna,300,Atalanta,0,2,1489
1901334,07012026,73,Fiorentina,77,Lazio,2,2,1474
1901337,07012026,76,Verona,276,Napoli,2,2,1614
1901338,07012026,24341,Parma Calcio 1913,75,Inter,0,2,1648
1901341,07012026,86,Udinese,72,Torino,2,1,1497
1901160,07022026,73,Fiorentina,72,Torino,2,2,1534
1901162,07022026,278,Genoa,276,Napoli,2,3,1433
1901390,07032026,300,Atalanta,86,Udinese,2,2,1529
1901391,07032026,78,Cagliari,1290,Como,1,2,1541
1901394,07032026,777,Pisa,87,Juventus,0,4,1556
1901240,07112025,2731,Cremonese,777,Pisa,0,1,1500
1901282,07122025,84,Roma,78,Cagliari,0,1,1419
1901283,07122025,2731,Cremonese,79,Lecce,2,0,1406
1901285,07122025,77,Lazio,71,Bologna,1,1,1470
1901286,07122025,87,Juventus,276,Napoli,1,2,1583
1901333,08012026,78,Cagliari,2731,Cremonese,2,2,1533
1901336,08012026,80,AC Milan,278,Genoa,1,1,1604
1901156,08022026,75,Inter,2889,Sassuolo,5,0,1301
1901159,08022026,24341,Parma Calcio 1913,71,Bologna,1,0,1352
1901164,08022026,87,Juventus,77,Lazio,2,2,1717
1901357,08022026,86,Udinese,79,Lecce,1,2,1434
1901392,08032026,73,Fiorentina,24341,Parma Calcio 1913,0,0,1474
1901396,08032026,79,Lecce,2731,Cremonese,2,1,1425
1901398,08032026,76,Verona,71,Bologna,2,1,1387
1901228,08112025,1290,Como,78,Cagliari,0,0,1466
1901234,08112025,87,Juventus,72,Torino,0,0,1716
1901236,08112025,76,Verona,79,Lecce,0,0,1433
1901238,08112025,80,AC Milan,24341,Parma Calcio 1913,2,2,1532
1901287,08122025,24341,Parma Calcio 1913,777,Pisa,1,0,1344
1901289,08122025,72,Torino,80,AC Milan,2,3,1460
1901290,08122025,278,Genoa,86,Udinese,2,1,1431
1901157,09022026,78,Cagliari,84,Roma,0,2,1587
1901158,09022026,300,Atalanta,2731,Cremonese,2,1,1593
1901224,09112025,2889,Sassuolo,300,Atalanta,3,0,1528
1901226,09112025,276,Napoli,71,Bologna,0,2,1448
1901230,09112025,73,Fiorentina,278,Genoa,2,2,1296
1901232,09112025,77,Lazio,75,Inter,0,2,1562
1901242,09112025,84,Roma,86,Udinese,2,0,1447
1901342,10012026,300,Atalanta,72,Torino,2,0,1567
1901343,10012026,71,Bologna,1290,Como,1,1,1333
1901349,10012026,2889,Sassuolo,84,Roma,0,2,1629
1901350,10012026,86,Udinese,777,Pisa,2,2,1317
1901344,11012026,80,AC Milan,73,Fiorentina,1,1,1418
1901346,11012026,276,Napoli,75,Inter,2,2,1534
1901348,11012026,24341,Parma Calcio 1913,79,Lecce,1,2,1440
1901351,11012026,77,Lazio,76,Verona,0,1,1676
1901345,12012026,278,Genoa,78,Cagliari,3,0,1522
1901347,12012026,87,Juventus,2731,Cremonese,4,1,1539
1901296,12122025,777,Pisa,79,Lecce,0,1,1373
1901366,13022026,80,AC Milan,777,Pisa,2,1,1542
1901082,13092025,78,Cagliari,24341,Parma Calcio 1913,2,0,1434
1901084,13092025,73,Fiorentina,276,Napoli,1,3,1496
1901085,13092025,87,Juventus,75,Inter,4,3,1433
1901292,13122025,300,Atalanta,78,Cagliari,2,1,1570
1901298,13122025,77,Lazio,24341,Parma Calcio 1913,1,0,1402
1901300,13122025,72,Torino,2731,Cremonese,1,0,1620
1901306,14012026,75,Inter,79,Lecce,1,0,1517
1901309,14012026,24341,Parma Calcio 1913,276,Napoli,0,0,1618
1901360,14022026,1290,Como,73,Fiorentina,0,3,1430
1901362,14022026,75,Inter,87,Juventus,2,3,1597
1901363,14022026,300,Atalanta,77,Lazio,2,0,1513
1901081,14092025,79,Lecce,300,Atalanta,1,4,1411
1901086,14092025,71,Bologna,80,AC Milan,0,1,1437
1901087,14092025,86,Udinese,777,Pisa,1,0,1415
1901088,14092025,72,Torino,84,Roma,1,0,1471
1901089,14092025,2889,Sassuolo,77,Lazio,1,0,1607
1901293,14122025,87,Juventus,71,Bologna,1,0,1502
1901294,14122025,76,Verona,73,Fiorentina,3,0,1452
1901295,14122025,278,Genoa,75,Inter,1,2,1460
1901297,14122025,80,AC Milan,2889,Sassuolo,2,2,1528
1901301,14122025,86,Udinese,276,Napoli,1,0,1420
1901303,15012026,1290,Como,80,AC Milan,1,3,1561
1901311,15012026,76,Verona,71,Bologna,1,4,1554
1901361,15022026,2731,Cremonese,278,Genoa,0,0,1504
1901364,15022026,276,Napoli,84,Roma,2,2,1524
1901365,15022026,24341,Parma Calcio 1913,76,Verona,2,1,1391
1901367,15022026,72,Torino,71,Bologna,1,2,1383
1901368,15022026,86,Udinese,2889,Sassuolo,1,2,1360
1901083,15092025,278,Genoa,1290,Como,1,1,1559
1901090,15092025,76,Verona,2731,Cremonese,0,0,1541
1901299,15122025,1290,Como,84,Roma,0,1,1462
1901105,16012026,777,Pisa,300,Atalanta,1,1,1450
1901359,16022026,79,Lecce,78,Cagliari,2,0,1503
1901109,17012026,86,Udinese,75,Inter,0,1,1541
1901113,17012026,87,Juventus,78,Cagliari,0,1,1511
1901355,17012026,2889,Sassuolo,276,Napoli,0,1,1495
1901107,18012026,84,Roma,72,Torino,2,0,1531
1901111,18012026,71,Bologna,73,Fiorentina,1,2,1481
1901354,18012026,80,AC Milan,79,Lecce,1,0,1610
1901356,18012026,278,Genoa,24341,Parma Calcio 1913,0,0,1436
1901358,18022026,80,AC Milan,1290,Como,1,1,1503
1901096,18102025,2889,Sassuolo,79,Lecce,0,0,1415
1901099,18102025,76,Verona,777,Pisa,0,0,1470
1901102,18102025,75,Inter,84,Roma,1,0,1549
1901161,18102025,276,Napoli,72,Torino,0,1,1544
1901352,19012026,76,Verona,2731,Cremonese,0,0,1371
1901353,19012026,1290,Como,77,Lazio,3,0,1639
1901108,19092025,78,Cagliari,79,Lecce,2,1,1349
1901091,19102025,87,Juventus,1290,Como,0,2,1397
1901094,19102025,24341,Parma Calcio 1913,278,Genoa,0,0,1378
1901097,19102025,73,Fiorentina,80,AC Milan,1,2,1407
1901153,19102025,300,Atalanta,77,Lazio,0,0,1578
1901155,19102025,71,Bologna,78,Cagliari,2,0,1370
1901378,20022026,76,Verona,2889,Sassuolo,0,3,1490
1901095,20092025,86,Udinese,80,AC Milan,0,3,1535
1901098,20092025,76,Verona,87,Juventus,1,1,1418
1901100,20092025,278,Genoa,71,Bologna,1,2,1333
1901093,20102025,2731,Cremonese,86,Udinese,1,1,1347
1901308,20122025,77,Lazio,2731,Cremonese,0,0,1514
1901371,21022026,78,Cagliari,77,Lazio,0,0,1628
1901374,21022026,1290,Como,87,Juventus,2,0,1495
1901375,21022026,79,Lecce,75,Inter,0,2,1553
1901092,21092025,300,Atalanta,72,Torino,3,0,1538
1901101,21092025,2731,Cremonese,24341,Parma Calcio 1913,0,0,1365
1901103,21092025,73,Fiorentina,1290,Como,1,2,1496
1901104,21092025,75,Inter,2889,Sassuolo,1,2,1422
1901106,21092025,84,Roma,77,Lazio,1,0,1433
1901302,21122025,78,Cagliari,777,Pisa,2,2,1325
1901304,21122025,73,Fiorentina,86,Udinese,5,1,1448
1901305,21122025,300,Atalanta,278,Genoa,1,0,1394
1901310,21122025,2889,Sassuolo,72,Torino,0,1,1512
1901369,22022026,276,Napoli,300,Atalanta,1,2,1605
1901373,22022026,72,Torino,278,Genoa,0,3,1568
1901376,22022026,24341,Parma Calcio 1913,80,AC Milan,1,0,1595
1901377,22022026,84,Roma,2731,Cremonese,3,0,1490
1901110,22092025,777,Pisa,276,Napoli,2,3,1513
1901246,22112025,78,Cagliari,278,Genoa,3,3,1363
1901250,22112025,87,Juventus,73,Fiorentina,1,1,1412
1901256,22112025,276,Napoli,300,Atalanta,3,1,1542
1901262,22112025,71,Bologna,86,Udinese,3,0,1327
1901122,23012026,777,Pisa,75,Inter,2,6,1524
1901370,23022026,86,Udinese,71,Bologna,0,1,1410
1901372,23022026,777,Pisa,73,Fiorentina,0,1,1510
1901064,23082025,278,Genoa,79,Lecce,0,0,1375
1901067,23082025,2731,Cremonese,80,AC Milan,2,1,1562
1901068,23082025,71,Bologna,84,Roma,0,1,1398
1901069,23082025,276,Napoli,2889,Sassuolo,2,0,1506
1901244,23112025,76,Verona,24341,Parma Calcio 1913,1,2,1574
1901248,23112025,84,Roma,2731,Cremonese,3,1,1476
1901252,23112025,75,Inter,80,AC Milan,0,1,1581
1901254,23112025,79,Lecce,77,Lazio,0,2,1651
1901117,24012026,1290,Como,72,Torino,6,0,1432
1901119,24012026,78,Cagliari,73,Fiorentina,2,1,1485
1901126,24012026,77,Lazio,79,Lecce,0,0,1528
1901061,24082025,777,Pisa,300,Atalanta,0,2,1571
1901062,24082025,73,Fiorentina,78,Cagliari,1,1,1342
1901063,24082025,1290,Como,77,Lazio,2,0,1424
1901066,24082025,87,Juventus,24341,Parma Calcio 1913,2,0,1409
1901174,24102025,80,AC Milan,777,Pisa,2,2,1525
1901258,24112025,777,Pisa,2889,Sassuolo,2,2,1440
1901260,24112025,72,Torino,1290,Como,1,5,1450
1901115,25012026,300,Atalanta,24341,Parma Calcio 1913,4,0,1542
1901120,25012026,278,Genoa,71,Bologna,4,1,1337
1901124,25012026,87,Juventus,276,Napoli,3,0,1633
1901128,25012026,80,AC Milan,84,Roma,1,1,1605
1901130,25012026,2889,Sassuolo,2731,Cremonese,1,0,1450
1901065,25082025,72,Torino,75,Inter,0,5,1490
1901070,25082025,76,Verona,86,Udinese,1,1,1399
1901163,25102025,86,Udinese,79,Lecce,3,2,1507
1901168,25102025,300,Atalanta,2731,Cremonese,1,1,1461
1901176,25102025,276,Napoli,75,Inter,3,1,1507
1901178,25102025,24341,Parma Calcio 1913,1290,Como,0,0,1403
1901132,26012026,86,Udinese,76,Verona,3,1,1497
1901166,26102025,78,Cagliari,76,Verona,2,2,1601
1901170,26102025,73,Fiorentina,71,Bologna,2,2,1230
1901172,26102025,87,Juventus,77,Lazio,0,1,1451
1901180,26102025,84,Roma,2889,Sassuolo,1,0,1484
1901182,26102025,278,Genoa,72,Torino,2,1,1504
1901381,27022026,24341,Parma Calcio 1913,78,Cagliari,1,1,1508
1901112,27092025,75,Inter,78,Cagliari,2,0,1510
1901114,27092025,1290,Como,2731,Cremonese,1,1,1372
1901118,27092025,300,Atalanta,87,Juventus,1,1,1565
1901314,27122025,79,Lecce,1290,Como,0,3,1405
1901316,27122025,24341,Parma Calcio 1913,73,Fiorentina,1,0,1474
1901317,27122025,87,Juventus,777,Pisa,2,0,1536
1901319,27122025,72,Torino,78,Cagliari,1,2,1453
1901320,27122025,86,Udinese,77,Lazio,2,0,1397
1901380,28022026,278,Genoa,75,Inter,0,2,1630
1901384,28022026,276,Napoli,76,Verona,2,1,1527
1901388,28022026,1290,Como,79,Lecce,3,1,1498
1901121,28092025,71,Bologna,79,Lecce,2,2,1432
1901123,28092025,80,AC Milan,276,Napoli,2,1,1451
1901127,28092025,73,Fiorentina,777,Pisa,0,0,1270
1901129,28092025,84,Roma,76,Verona,2,0,1492
1901131,28092025,86,Udinese,2889,Sassuolo,1,3,1333
1901184,28102025,300,Atalanta,80,AC Milan,1,1,1460
1901198,28102025,79,Lecce,276,Napoli,0,1,1501
1901268,28112025,2889,Sassuolo,1290,Como,0,2,1555
1901312,28122025,2889,Sassuolo,71,Bologna,1,1,1446
1901313,28122025,2731,Cremonese,276,Napoli,0,2,1483
1901315,28122025,80,AC Milan,76,Verona,3,0,1389
1901321,28122025,75,Inter,300,Atalanta,1,0,1536
1901072,29082025,2889,Sassuolo,2731,Cremonese,2,3,1487
1901076,29082025,80,AC Milan,79,Lecce,2,0,1413
1901116,29092025,77,Lazio,278,Genoa,3,0,1424
1901125,29092025,72,Torino,24341,Parma Calcio 1913,1,2,1383
1901186,29102025,72,Torino,71,Bologna,0,0,1532
1901190,29102025,76,Verona,1290,Como,1,3,1506
1901192,29102025,2731,Cremonese,278,Genoa,2,0,1414
1901194,29102025,73,Fiorentina,75,Inter,0,3,1495
1901196,29102025,86,Udinese,87,Juventus,1,3,1417
1901202,29102025,24341,Parma Calcio 1913,84,Roma,1,2,1536
1901270,29112025,76,Verona,278,Genoa,1,2,1493
1901272,29112025,78,Cagliari,87,Juventus,1,2,1619
1901276,29112025,77,Lazio,80,AC Milan,0,1,1616
1901278,29112025,86,Udinese,24341,Parma Calcio 1913,2,0,1405
1901318,29122025,278,Genoa,84,Roma,1,3,1596
1901142,30012026,77,Lazio,278,Genoa,3,2,1458
1901071,30082025,71,Bologna,1290,Como,1,0,1358
1901077,30082025,276,Napoli,78,Cagliari,1,0,1502
1901078,30082025,24341,Parma Calcio 1913,300,Atalanta,1,1,1389
1901079,30082025,777,Pisa,84,Roma,0,1,1564
1901188,30102025,2889,Sassuolo,78,Cagliari,2,1,1383
1901200,30102025,77,Lazio,777,Pisa,0,0,1478
1901264,30112025,300,Atalanta,73,Fiorentina,2,0,1526
1901274,30112025,72,Torino,79,Lecce,1,2,1371
1901280,30112025,777,Pisa,75,Inter,0,2,1456
1901281,30112025,276,Napoli,84,Roma,1,0,1605
1901136,31012026,78,Cagliari,76,Verona,4,0,1595
1901144,31012026,73,Fiorentina,276,Napoli,1,2,1435
1901148,31012026,2889,Sassuolo,777,Pisa,2,2,1535
1901073,31082025,278,Genoa,87,Juventus,0,1,1484
1901074,31082025,75,Inter,86,Udinese,1,2,1383
1901075,31082025,76,Verona,77,Lazio,0,4,1592
1901080,31082025,73,Fiorentina,72,Torino,0,0,1215
